,train,val,iou
0,2.1583518584569297,1.9067006309827168,0.4599170767999183
1,1.5435957768384148,1.3783331910769145,0.5700629747033306
2,1.0469702248479806,1.0463591913382213,0.6547297447994135
3,0.805019246596916,0.9482681453227997,0.6635769371314232
4,0.7260361605999517,0.9113254348436991,0.6691490773621933
5,0.6660714324782876,0.77279265721639,0.6940218984883693
6,0.6228238449377173,0.7997011741002401,0.6870460936217938
7,0.6125419420354506,0.8317028681437174,0.6632851091219824
8,0.5719989082392525,0.744511236747106,0.7068912720052555
9,0.5674377633076088,0.8101271589597067,0.6799254594516404
10,0.5815659533528721,0.7520394424597422,0.6785484288864262
11,0.5546500601020514,0.6664633353551229,0.7070554911631282
12,0.5396588836230484,0.6865374147891998,0.7312134470901235
13,0.55534826131428,0.7217867374420166,0.6815358723214886
14,0.5867921692483565,0.8093705276648203,0.6664663590425832
15,0.554490305629431,0.8230263888835907,0.6515842413971841
16,0.5392747439590155,0.6821868022282919,0.694007555524721
17,0.5241369342102724,0.6601977745691935,0.7083396741683586
18,0.519931250927495,0.7306440571943918,0.674309291592915
19,0.522161264629925,0.7390534977118174,0.6902367557750776
20,0.5084443781890121,0.7027832667032877,0.6959119397957297
21,0.51176095885389,0.750549703836441,0.6840772855224709
22,0.4958460517958099,0.7572732667128245,0.6887484577765869
23,0.49467794392623154,0.6823529402414957,0.7153706086269032
24,0.4883619342364517,0.7678668399651846,0.6781582156649177
25,0.48094264257187935,0.7419056991736094,0.679177108685049
26,0.47497347990671795,0.7714560131231943,0.6868399871267623
27,0.4797331036305895,0.6728594601154327,0.6991367571510922
28,0.470509200703864,0.752890924612681,0.6969828915242066
29,0.47783682860580146,0.7230342527230581,0.6939517675280631
30,0.4716740881695467,0.7114164332548777,0.694629928927475
31,0.47189465749497506,0.6781921784083048,0.685825185993696
32,0.46802498721608926,0.7052411039670309,0.6857841291489798
33,0.4762369704012777,0.7037762105464935,0.6941311463837295
34,0.4597863169277416,0.7338208655516306,0.6894116273908559
35,0.4514994083666334,0.6601858834425608,0.6990816946518672
36,0.4415845380109899,0.6761148472627004,0.7045187490999236
37,0.4567551735569449,0.6782675584157308,0.7173894889452025
38,0.44297147849026847,0.6928706169128418,0.7068310443791397
39,0.45074648541562695,0.6365121304988861,0.7067232548854289
40,0.4569975517544092,0.7002695202827454,0.7075846662800818
41,0.4526391111168207,0.7222325106461843,0.7015721601003082
42,0.44565268532902585,0.6984649896621704,0.714433790948563
43,0.451903350797354,0.7747582693894705,0.6593239865610145
44,0.44425373451382505,0.7294453382492065,0.6839045906876633
45,0.44319391016866644,0.6960959037144979,0.676242457501653
46,0.4452892582790524,0.6980820894241333,0.7190321950877472
47,0.42909486737905767,0.6661381622155508,0.7205828352179172
48,0.4348454574743907,0.6540459543466568,0.7028191376661489
49,0.43792265887353937,0.6955939630667368,0.6761317183200853
50,0.4251002634272856,0.7222213745117188,0.6867351768498773
51,0.4326105485944187,0.744277169307073,0.6808997854712182
52,0.4359150885366926,0.6711461246013641,0.7073954924196036
53,0.4219251000413708,0.6579054991404215,0.6983717149102452
54,0.40601396794412653,0.677586684624354,0.6958807184592037
55,0.4068482068239474,0.7031128803888956,0.7009732256847393
56,0.4133474645661373,0.6720865170160929,0.6920321262659486
57,0.4016434994398379,0.6993835667769114,0.7130253667550907
58,0.41702170056455273,0.6682479480902354,0.7091367557338277
59,0.4087360296763626,0.6739204525947571,0.7171559418667501
60,0.4109031750875361,0.7054717838764191,0.69023170561574
61,0.41064319423600737,0.733983059724172,0.6866369077452082
62,0.40758393032878054,0.6818246940771738,0.7080158794414693
63,0.4016951959507138,0.7072987159093221,0.6974260009997261
64,0.4032032805330613,0.7208472887674967,0.7038835973326792
65,0.43837060238800796,0.7087868253389994,0.6955223082778468
66,0.39756297948313696,0.7105919818083445,0.66201683674939
67,0.3962460469965841,0.7255293428897858,0.6999036436757927
68,0.39736444225498274,0.6379666874806086,0.7275943321502929
69,0.38973280495288326,0.6865586042404175,0.7169026472503641
70,0.3936231562904283,0.7075598736604055,0.6870123737039462
71,0.3893123748255711,0.6656883458296458,0.6949528418706058
72,0.3989407285755756,0.6941554745038351,0.6968897745871467
73,0.38633306119956223,0.6925179759661356,0.6970213951028977
74,0.381588711458094,0.6401664117972056,0.7138342642016696
75,0.3913491602037467,0.7054349680741628,0.7110617083761742
76,0.3774243897082759,0.7806608577569326,0.6570083253713471
77,0.3815313273785161,0.690517008304596,0.7008221234903241
78,0.3801812208166309,0.7169493238131205,0.6773887006840439
79,0.3867735640675414,0.7158884406089783,0.6947181180865366
80,0.3735383789913327,0.6648600002129873,0.7268570585242465
81,0.3759201431975645,0.7148355642954508,0.6991349335824233
82,0.38664064103481816,0.7102575401465098,0.6808545906615727
83,0.367171725806068,0.8284632464249929,0.6721058788065966
84,0.38174184046539605,0.7107892632484436,0.6823756389499495
85,0.37142594889098524,0.6496559778849283,0.7135259611192095
86,0.37004059670018213,0.6562349994977316,0.7034125620248576
87,0.36697622666171953,0.613913098971049,0.7281213571725621
88,0.3576650496791391,0.6225774933894476,0.7186995999963135
89,0.3642715864321765,0.6537884175777435,0.7163526816709965
90,0.3545486330986023,0.6333600183327993,0.7263429507554129
91,0.3663104275862376,0.7609501779079437,0.7009619642848353
92,0.36836161391407835,0.6655590037504832,0.7101511700797456
93,0.35361068973354265,0.6282250185807546,0.708793712156188
94,0.36651619041667266,0.7237701813379923,0.6758824364295498
95,0.3635067723545374,0.7077697416146597,0.7025976602765429
96,0.3559122173225178,0.6388115286827087,0.7225080446381907
97,0.35493457960147484,0.7278217772642771,0.6830478323040893
98,0.3566168026596892,0.6756575604279836,0.6971688713501653
99,0.35441894098824145,0.6967400709788004,0.7019227673518517
100,0.3572498928098118,0.7685128152370453,0.6845246883456868
101,0.35075702328307956,0.7047473986943563,0.6985580575517958
102,0.34470128194958555,0.7524596452713013,0.6809727062513957
103,0.3522055067268072,0.7209984362125397,0.6791951373276309
104,0.35282182342865887,0.7502294679482778,0.6855165191304521
105,0.34740184627327264,0.7985192735989889,0.6857374571007113
106,0.34256424740249036,0.8277831971645355,0.6609375391769838
107,0.34414474052541394,0.7530599931875864,0.6890980776521476
108,0.34383784263741735,0.7362847427527109,0.6839401014953661
109,0.3424269767368541,0.7097635666529337,0.6754587695044961
110,0.33309562884125055,0.6562558313210806,0.710316112138798
111,0.3459700310931486,0.7698374489943186,0.6653817938225696
112,0.34400424478100794,0.6751178503036499,0.7139233760630194
113,0.33545323680428896,0.6624458581209183,0.7084003430549759
114,0.3324972449564466,0.7602576911449432,0.6712245946825391
115,0.33052679545739116,0.6801487902800242,0.6995687458686801
116,0.33043530349637945,0.7661824921766917,0.6785368911706525
117,0.3261609094984391,0.8387514352798462,0.6404781028574589
118,0.32830509017495546,0.7260780930519104,0.679348604738024
119,0.3276648030561559,0.6918293933073679,0.6912092145006847
120,0.3225926341963749,0.7137409349282583,0.6999082716222268
121,0.33446164516841664,0.7314154406388601,0.6861927815912482
122,0.33019747044525893,0.7146778106689453,0.7087144220065862
123,0.324887494246165,0.8217848638693491,0.6613858095068463
124,0.3280426842324874,0.6472178896268209,0.6906018669095033
125,0.32419638890846103,0.6960351566473643,0.6892548293036688
126,0.3241978912961249,0.7488201061884562,0.6777539713549886
127,0.31556301841548845,0.7573859989643097,0.671098826355382
128,0.3143618434083228,0.8052751123905182,0.6648253119302227
129,0.3087813018583784,0.698283831278483,0.6980042781248111
130,0.3117433126066245,0.7220832457145056,0.6955641593198469
131,0.31581972071937486,0.7315646509329478,0.679865742663462
132,0.3097063402334849,0.7390670875708262,0.6802293713858649
133,0.3124043193517947,0.6404721339543661,0.7209926155036924
134,0.32055989842788846,0.7348931431770325,0.6730526374248471
135,0.3069389994237937,0.7095457911491394,0.6839384841598984
136,0.3079761149836521,0.697062760591507,0.6967012569137829
137,0.3077375018129162,0.7261541287104288,0.6909391775342159
138,0.3071208847504036,0.6254586726427078,0.7292689704702284
139,0.30025302574915047,0.7033833016951879,0.6939249632355111
