,train,val,iou
140,0.3028190895622852,0.7527892192204794,0.6712644843731214
141,0.3040208588628208,0.7927287320295969,0.6500745416250661
142,0.3049015633615793,0.7735820611317953,0.683704123013502
143,0.29856789871758105,0.7831947306791941,0.6988633079047254
144,0.2964480019667569,0.7478798230489095,0.6718040265338406
145,0.30181459293645974,0.6448470751444498,0.6966619676248879
146,0.294737642010053,0.718082974354426,0.6707282230640311
147,0.2999768514259189,0.7087714274724325,0.6859156838252706
148,0.2952271863525989,0.6958332161108652,0.6942848395205418
149,0.2889283258540958,0.7687074641386668,0.6631752268301533
150,0.29398857144748464,0.7472208638985952,0.7005347192529493
151,0.295715832827138,0.6733483672142029,0.687377237493578
152,0.29485177818466635,0.731234739224116,0.6900764282328025
153,0.29049212178763223,0.669832319021225,0.6961170963710607
154,0.29501134741540047,0.7400129040082296,0.6884534023675561
155,0.2930685512575449,0.7375675638516744,0.6614655829609213
156,0.29817982368609486,0.8190807700157166,0.6850329011104948
157,0.2852106947524875,0.7496212621529897,0.6793420171158502
158,0.2821253988088346,0.672374943892161,0.7088153922517647
159,0.281064908878476,0.6672900915145874,0.6948924953457041
160,0.28016290068626404,0.7559143304824829,0.6758705393536982
161,0.28224407370183985,0.6693273782730103,0.6903971559009321
162,0.27561447170435216,0.7794950505097707,0.6764883251669876
163,0.2825632405047323,0.7183320621649424,0.6816585935184645
164,0.27584632179316354,0.8198555509249369,0.6557687675953155
165,0.27309224184821634,0.755984365940094,0.6836733519562819
166,0.2720152615916495,0.7177584171295166,0.7036717649829151
167,0.27835900818600373,0.6721920172373453,0.6935474938224466
168,0.2725111301623139,0.7482513884703318,0.6699965263525026
169,0.26613181595708807,0.7674420575300852,0.6967231329229667
170,0.26761080090906103,0.8413966993490855,0.6643221864681202
171,0.2779567878620297,0.6816360553105673,0.6898450683435332
172,0.2724384460963455,0.7749566634496053,0.6545316224751173
173,0.27326352631344514,0.7591465711593628,0.6771284706155205
174,0.26804549290853386,0.7858413557211558,0.6491151304086034
175,0.26478637638045294,0.7628762821356455,0.6632801663314655
176,0.2692123178173514,0.6632948517799377,0.7080095994724971
177,0.2680114195042965,0.6139325797557831,0.683169083923678
178,0.2689645141363144,0.6806508600711823,0.7022225206489201
179,0.2678796941158818,0.7340285082658132,0.6596942128226909
180,0.2634440216363645,0.749962737162908,0.6608850339661486
181,0.26518836851213495,0.7657300233840942,0.63461150409938
182,0.2617311121201983,0.7492075463136038,0.6719104016387853
183,0.2589702650028117,0.7378942171732584,0.6755923896546681
184,0.26047612580598567,0.6689010957876841,0.6973482715975406
185,0.25526202134057585,0.781346986691157,0.6728985897414039
186,0.25240146324915047,0.7203288674354553,0.6739443441510569
187,0.2564568566341026,0.7005136509736379,0.6822771184743417
188,0.2593260781437743,0.7168674468994141,0.6784046278154944
189,0.25234705180514094,0.7278358042240143,0.6801371731672007
190,0.26043295480457007,0.8237550059954325,0.6375193142998083
191,0.25559758263475757,0.7399119834105173,0.6685795120999812
192,0.25534222581807303,0.8274304668108622,0.6551529016419018
193,0.25158174715790094,0.7607789635658264,0.6672865361575014
194,0.25217115762186987,0.8104031284650167,0.6644869349304889
195,0.2460367042644351,0.7612326145172119,0.6649454201687968
196,0.24917362980982838,0.7496320207913717,0.6789938014917498
197,0.2495850134713977,0.7168195645014445,0.6854656456851566
198,0.2551192191301608,0.7213337421417236,0.6716486870484921
199,0.2526366406796025,0.7177819311618805,0.6827667034717787
